pdf,page,table_index,csv_path,nrows,ncols
SASOL Sustainability Report 2023 20-09_0.pdf,23,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p23_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,23,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p23_t1.csv,0,3
SASOL Sustainability Report 2023 20-09_0.pdf,23,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p23_t2.csv,0,4
SASOL Sustainability Report 2023 20-09_0.pdf,23,3,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p23_t3.csv,5,3
SASOL Sustainability Report 2023 20-09_0.pdf,23,4,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p23_t4.csv,0,2
SASOL Sustainability Report 2023 20-09_0.pdf,24,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p24_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,24,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p24_t1.csv,0,4
SASOL Sustainability Report 2023 20-09_0.pdf,24,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p24_t2.csv,5,3
SASOL Sustainability Report 2023 20-09_0.pdf,25,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p25_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,25,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p25_t1.csv,3,2
SASOL Sustainability Report 2023 20-09_0.pdf,26,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p26_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,26,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p26_t1.csv,5,3
SASOL Sustainability Report 2023 20-09_0.pdf,27,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p27_t0.csv,0,4
SASOL Sustainability Report 2023 20-09_0.pdf,27,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p27_t1.csv,4,2
SASOL Sustainability Report 2023 20-09_0.pdf,27,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p27_t2.csv,1,2
SASOL Sustainability Report 2023 20-09_0.pdf,28,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p28_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,28,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p28_t1.csv,0,4
SASOL Sustainability Report 2023 20-09_0.pdf,28,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p28_t2.csv,5,1
SASOL Sustainability Report 2023 20-09_0.pdf,29,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p29_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,29,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p29_t1.csv,0,4
SASOL Sustainability Report 2023 20-09_0.pdf,29,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p29_t2.csv,5,4
SASOL Sustainability Report 2023 20-09_0.pdf,30,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p30_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,30,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p30_t1.csv,0,4
SASOL Sustainability Report 2023 20-09_0.pdf,30,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p30_t2.csv,5,1
SASOL Sustainability Report 2023 20-09_0.pdf,30,3,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p30_t3.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,31,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p31_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,31,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p31_t1.csv,0,4
SASOL Sustainability Report 2023 20-09_0.pdf,31,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p31_t2.csv,5,1
SASOL Sustainability Report 2023 20-09_0.pdf,32,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p32_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,32,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p32_t1.csv,0,4
SASOL Sustainability Report 2023 20-09_0.pdf,32,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p32_t2.csv,5,1
SASOL Sustainability Report 2023 20-09_0.pdf,33,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p33_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,33,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p33_t1.csv,0,3
SASOL Sustainability Report 2023 20-09_0.pdf,34,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p34_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,34,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p34_t1.csv,0,3
SASOL Sustainability Report 2023 20-09_0.pdf,34,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p34_t2.csv,4,6
SASOL Sustainability Report 2023 20-09_0.pdf,35,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p35_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,35,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p35_t1.csv,0,3
SASOL Sustainability Report 2023 20-09_0.pdf,35,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p35_t2.csv,4,6
SASOL Sustainability Report 2023 20-09_0.pdf,36,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p36_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,36,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p36_t1.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,36,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p36_t2.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,37,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p37_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,37,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p37_t1.csv,0,4
SASOL Sustainability Report 2023 20-09_0.pdf,37,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p37_t2.csv,6,4
SASOL Sustainability Report 2023 20-09_0.pdf,37,3,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p37_t3.csv,3,3
SASOL Sustainability Report 2023 20-09_0.pdf,37,4,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p37_t4.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,37,5,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p37_t5.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,37,6,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p37_t6.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,37,7,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p37_t7.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,37,8,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p37_t8.csv,1,2
SASOL Sustainability Report 2023 20-09_0.pdf,38,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p38_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,38,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p38_t1.csv,3,1
SASOL Sustainability Report 2023 20-09_0.pdf,39,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p39_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,40,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p40_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,40,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p40_t1.csv,0,4
SASOL Sustainability Report 2023 20-09_0.pdf,40,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p40_t2.csv,4,6
SASOL Sustainability Report 2023 20-09_0.pdf,40,3,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p40_t3.csv,5,1
SASOL Sustainability Report 2023 20-09_0.pdf,41,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p41_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,41,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p41_t1.csv,0,4
SASOL Sustainability Report 2023 20-09_0.pdf,41,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p41_t2.csv,4,6
SASOL Sustainability Report 2023 20-09_0.pdf,41,3,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p41_t3.csv,4,1
SASOL Sustainability Report 2023 20-09_0.pdf,42,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p42_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,42,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p42_t1.csv,0,3
SASOL Sustainability Report 2023 20-09_0.pdf,42,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p42_t2.csv,4,5
SASOL Sustainability Report 2023 20-09_0.pdf,43,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p43_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,43,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p43_t1.csv,0,4
SASOL Sustainability Report 2023 20-09_0.pdf,43,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p43_t2.csv,4,6
SASOL Sustainability Report 2023 20-09_0.pdf,44,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p44_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,44,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p44_t1.csv,4,2
SASOL Sustainability Report 2023 20-09_0.pdf,45,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p45_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,45,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p45_t1.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,46,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p46_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,46,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p46_t1.csv,0,4
SASOL Sustainability Report 2023 20-09_0.pdf,46,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p46_t2.csv,4,6
SASOL Sustainability Report 2023 20-09_0.pdf,47,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p47_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,47,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p47_t1.csv,13,1
SASOL Sustainability Report 2023 20-09_0.pdf,47,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p47_t2.csv,12,3
SASOL Sustainability Report 2023 20-09_0.pdf,48,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p48_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,48,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p48_t1.csv,5,2
SASOL Sustainability Report 2023 20-09_0.pdf,48,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p48_t2.csv,5,1
SASOL Sustainability Report 2023 20-09_0.pdf,49,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p49_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,49,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p49_t1.csv,0,3
SASOL Sustainability Report 2023 20-09_0.pdf,49,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p49_t2.csv,7,4
SASOL Sustainability Report 2023 20-09_0.pdf,49,3,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p49_t3.csv,4,1
SASOL Sustainability Report 2023 20-09_0.pdf,50,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p50_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,50,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p50_t1.csv,0,4
SASOL Sustainability Report 2023 20-09_0.pdf,50,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p50_t2.csv,5,3
SASOL Sustainability Report 2023 20-09_0.pdf,51,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p51_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,51,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p51_t1.csv,1,2
SASOL Sustainability Report 2023 20-09_0.pdf,51,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p51_t2.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,52,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p52_t0.csv,0,3
SASOL Sustainability Report 2023 20-09_0.pdf,52,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p52_t1.csv,4,2
SASOL Sustainability Report 2023 20-09_0.pdf,53,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p53_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,54,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p54_t0.csv,0,4
SASOL Sustainability Report 2023 20-09_0.pdf,54,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p54_t1.csv,4,2
SASOL Sustainability Report 2023 20-09_0.pdf,55,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p55_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,56,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p56_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,56,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p56_t1.csv,63,1
SASOL Sustainability Report 2023 20-09_0.pdf,56,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p56_t2.csv,57,1
SASOL Sustainability Report 2023 20-09_0.pdf,57,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p57_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,57,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p57_t1.csv,20,3
SASOL Sustainability Report 2023 20-09_0.pdf,57,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p57_t2.csv,56,2
SASOL Sustainability Report 2023 20-09_0.pdf,57,3,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p57_t3.csv,38,1
SASOL Sustainability Report 2023 20-09_0.pdf,58,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p58_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,58,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p58_t1.csv,63,1
SASOL Sustainability Report 2023 20-09_0.pdf,58,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p58_t2.csv,62,1
SASOL Sustainability Report 2023 20-09_0.pdf,59,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p59_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,59,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p59_t1.csv,61,1
SASOL Sustainability Report 2023 20-09_0.pdf,59,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p59_t2.csv,62,1
SASOL Sustainability Report 2023 20-09_0.pdf,60,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p60_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,60,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p60_t1.csv,61,1
SASOL Sustainability Report 2023 20-09_0.pdf,60,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p60_t2.csv,62,1
SASOL Sustainability Report 2023 20-09_0.pdf,61,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p61_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,61,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p61_t1.csv,61,1
SASOL Sustainability Report 2023 20-09_0.pdf,61,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p61_t2.csv,35,1
SASOL Sustainability Report 2023 20-09_0.pdf,61,3,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p61_t3.csv,16,1
SASOL Sustainability Report 2023 20-09_0.pdf,61,4,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p61_t4.csv,4,1
SASOL Sustainability Report 2023 20-09_0.pdf,62,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p62_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,63,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p63_t0.csv,4,2
SASOL Sustainability Report 2023 20-09_0.pdf,63,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p63_t1.csv,12,2
SASOL Sustainability Report 2023 20-09_0.pdf,63,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p63_t2.csv,18,2
SASOL Sustainability Report 2023 20-09_0.pdf,64,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p64_t0.csv,2,1
picknpay-esg-report-spreads-2023.pdf,0,0,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p0_t0.csv,3,4
picknpay-esg-report-spreads-2023.pdf,1,0,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p1_t0.csv,2,1
picknpay-esg-report-spreads-2023.pdf,1,1,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p1_t1.csv,2,1
picknpay-esg-report-spreads-2023.pdf,1,2,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p1_t2.csv,1,2
picknpay-esg-report-spreads-2023.pdf,1,3,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p1_t3.csv,2,1
picknpay-esg-report-spreads-2023.pdf,1,4,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p1_t4.csv,1,2
picknpay-esg-report-spreads-2023.pdf,2,0,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p2_t0.csv,2,1
picknpay-esg-report-spreads-2023.pdf,2,1,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p2_t1.csv,0,4
picknpay-esg-report-spreads-2023.pdf,6,0,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p6_t0.csv,1,3
picknpay-esg-report-spreads-2023.pdf,6,1,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p6_t1.csv,0,2
picknpay-esg-report-spreads-2023.pdf,7,0,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p7_t0.csv,2,1
picknpay-esg-report-spreads-2023.pdf,8,0,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p8_t0.csv,2,1
picknpay-esg-report-spreads-2023.pdf,10,0,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p10_t0.csv,2,1
picknpay-esg-report-spreads-2023.pdf,10,1,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p10_t1.csv,1,2
picknpay-esg-report-spreads-2023.pdf,10,2,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p10_t2.csv,0,2
picknpay-esg-report-spreads-2023.pdf,11,0,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p11_t0.csv,0,2
picknpay-esg-report-spreads-2023.pdf,11,1,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p11_t1.csv,0,2
picknpay-esg-report-spreads-2023.pdf,12,0,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p12_t0.csv,7,5
picknpay-esg-report-spreads-2023.pdf,12,1,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p12_t1.csv,1,3
picknpay-esg-report-spreads-2023.pdf,12,2,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p12_t2.csv,2,3
picknpay-esg-report-spreads-2023.pdf,12,3,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p12_t3.csv,2,3
picknpay-esg-report-spreads-2023.pdf,13,0,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p13_t0.csv,0,2
picknpay-esg-report-spreads-2023.pdf,13,1,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p13_t1.csv,0,2
picknpay-esg-report-spreads-2023.pdf,13,2,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p13_t2.csv,0,2
picknpay-esg-report-spreads-2023.pdf,16,0,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p16_t0.csv,0,6
picknpay-esg-report-spreads-2023.pdf,17,0,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p17_t0.csv,0,6
picknpay-esg-report-spreads-2023.pdf,18,0,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p18_t0.csv,1,6
picknpay-esg-report-spreads-2023.pdf,19,0,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p19_t0.csv,2,6
picknpay-esg-report-spreads-2023.pdf,20,0,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p20_t0.csv,3,6
picknpay-esg-report-spreads-2023.pdf,21,0,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p21_t0.csv,3,6
picknpay-esg-report-spreads-2023.pdf,22,0,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p22_t0.csv,1,2
picknpay-esg-report-spreads-2023.pdf,22,1,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p22_t1.csv,1,2
picknpay-esg-report-spreads-2023.pdf,22,2,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p22_t2.csv,1,2
picknpay-esg-report-spreads-2023.pdf,22,3,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p22_t3.csv,0,2
picknpay-esg-report-spreads-2023.pdf,22,4,/home/souhail/Desktop/financial-rag/data/processed/tables/picknpay-esg-report-spreads-2023_p22_t4.csv,1,2
